142.3089599609375;148.88650512695312;291.3975830078125;374.1717224121094;149.088623046875;225.28521728515625;0.6617771983146667;216.853271484375;261.52911376953125;1;0;1;1
162.56126403808594;128.84426879882812;292.62255859375;373.4413146972656;130.06129455566406;244.5970458984375;0.5317369699478149;227.591911315918;251.14279174804688;1;1;1;1
167.05490112304688;124.86529541015624;292.9872741699219;373.5187683105469;125.932373046875;248.65347290039065;0.5064573287963867;230.0210876464844;249.1920318603516;1;1;1;1
167.7400360107422;124.42538452148438;292.9898376464844;373.4172668457031;125.2498016357422;248.99188232421875;0.5030276775360107;230.36493682861328;248.92132568359372;1;1;1;1
170.40635681152344;122.72795104980467;293.2932434082031;373.8258056640625;122.88688659667967;251.0978546142578;0.4893983900547027;231.84980010986328;248.2768783569336;1;1;1;1
173.1656036376953;123.1312026977539;293.37530517578125;373.5720520019531;120.20970153808594;250.44085693359372;0.4799923598766327;233.27045440673828;248.35162734985352;1;1;1;1
175.51565551757812;123.1853256225586;293.2926330566406;373.9036865234375;117.7769775390625;250.7183532714844;0.4697580933570862;234.40414428710935;248.54450607299805;1;0;1;1
174.39833068847656;122.55182647705078;293.19708251953125;374.0592041015625;118.79875183105467;251.50738525390625;0.4723469614982605;233.7977066040039;248.30551528930664;1;0;1;1
181.13755798339844;121.66114807128906;294.1737670898437;373.90826416015625;113.03620910644533;252.2471160888672;0.4481169581413269;237.6556625366211;247.78470611572263;1;1;1;1
182.5363922119141;120.40736389160156;294.1383361816406;373.7691345214844;111.60194396972656;253.3617706298828;0.4404845535755157;238.33736419677732;247.08824920654297;1;1;1;1
184.9791717529297;119.57469940185548;293.898193359375;374.0841369628906;108.91902160644533;254.50942993164065;0.4279567301273346;239.43868255615237;246.82941818237305;1;1;1;1
191.22998046875;118.23162841796876;294.1315612792969;372.5339965820313;102.90158081054688;254.3023681640625;0.404642641544342;242.68077087402344;245.3828125;1;0;1;1
189.64630126953125;115.50332641601562;294.7607421875;372.22796630859375;105.11444091796876;256.7246398925781;0.4094443023204803;242.2035217285156;243.8656463623047;1;0;0;1
194.52471923828125;117.1479034423828;294.708251953125;371.8273620605469;100.18353271484376;254.6794586181641;0.3933710753917694;244.61648559570312;244.48763275146484;1;0;0;1
195.7797698974609;115.73104095458984;294.49365234375;371.1127014160156;98.71388244628906;255.38165283203125;0.3865347504615783;245.13671112060547;243.42187118530276;1;0;1;1
197.9098358154297;115.9665756225586;293.9787292480469;370.7077331542969;96.0688934326172;254.74114990234372;0.3771235644817352;245.94428253173828;243.3371543884277;1;0;1;1
197.91159057617188;115.2165069580078;293.8381042480469;370.7748718261719;95.926513671875;255.5583648681641;0.3753604888916015;245.87484741210935;242.99568939208984;1;0;1;1
199.3802032470703;116.85978698730467;293.6874694824219;371.2869873046875;94.30726623535156;254.4272003173828;0.370665043592453;246.5338363647461;244.0733871459961;1;0;1;1
199.90499877929688;116.71681213378906;293.9540710449219;371.7355651855469;94.049072265625;255.0187530517578;0.3687927722930908;246.92953491210935;244.226188659668;1;0;1;1
201.25050354003903;116.6181182861328;294.0038452148437;371.8404541015625;92.75334167480467;255.2223358154297;0.3634217381477356;247.6271743774414;244.22928619384768;1;0;1;1
200.9604339599609;117.02254486083984;293.8484802246094;371.8321228027344;92.88804626464844;254.8095703125;0.364539086818695;247.4044570922852;244.4273338317871;1;1;1;1
201.0725860595703;113.4471664428711;294.4495849609375;371.8662414550781;93.3769989013672;258.4190673828125;0.3613394200801849;247.7610855102539;242.6567039489746;1;0;1;1
200.78463745117188;116.0276870727539;294.7469482421875;379.5550231933594;93.96231079101562;263.52734375;0.3565562069416046;247.7657928466797;247.79135513305664;1;0;1;1
202.52528381347656;96.33432006835938;295.9916687011719;375.74359130859375;93.46638488769533;279.4092712402344;0.3345142602920532;249.25847625732425;236.03895568847656;1;1;1;1
202.3498992919922;110.20989990234376;295.3501892089844;372.4930114746094;93.0002899169922;262.2831115722656;0.3545797765254974;248.85004425048828;241.35145568847656;1;0;1;1
201.5731201171875;111.83132934570312;295.9608154296875;380.1398315429688;94.3876953125;268.3085021972656;0.3517879545688629;248.7669677734375;245.98558044433597;1;1;1;1
202.56614685058597;110.45673370361328;296.0444030761719;380.2156066894531;93.47825622558594;269.7588806152344;0.3465252220630646;249.3052749633789;245.3361701965332;1;1;1;1
203.5250701904297;111.44711303710938;295.6705627441406;380.7281188964844;92.14549255371094;269.281005859375;0.3421908318996429;249.5978164672852;246.08761596679688;1;1;1;1
203.20216369628903;107.1904525756836;295.8091735839844;380.4400329589844;92.60700988769533;273.24957275390625;0.3389099836349487;249.50566864013672;243.815242767334;1;1;1;1
203.1736297607422;107.53834533691406;295.9043273925781;380.3307189941406;92.73069763183594;272.7923583984375;0.3399314284324646;249.53897857666016;243.93453216552732;1;1;1;1
203.3544769287109;106.40786743164062;296.275390625;380.3638916015625;92.92091369628906;273.9560241699219;0.3391818702220917;249.81493377685547;243.3858795166016;1;1;1;1
203.3536529541016;108.70069885253906;295.9849548339844;379.7904052734375;92.6313018798828;271.0897216796875;0.3416997790336609;249.66930389404297;244.24555206298828;1;1;1;1
203.5699920654297;109.63314056396484;296.13018798828125;379.1222534179688;92.56019592285156;269.4891052246094;0.3434654474258423;249.85009002685547;244.3776969909668;1;1;1;1
203.6535186767578;109.78712463378906;296.0467529296875;378.8735046386719;92.39323425292967;269.0863647460937;0.3433590233325958;249.85013580322263;244.33031463623047;1;1;1;1
203.8357696533203;111.5599136352539;296.4773864746094;378.2329406738281;92.64161682128906;266.67303466796875;0.3473977744579315;250.15657806396484;244.89642715454104;1;1;1;1
204.91929626464844;111.65985107421876;296.7188720703125;377.8623046875;91.79957580566406;266.20245361328125;0.3448487222194671;250.81908416748047;244.76107788085935;1;1;1;1
204.53538513183597;113.94513702392578;296.49639892578125;376.3036804199219;91.96101379394533;262.3585510253906;0.3505165576934814;250.5158920288086;245.12440872192383;1;1;1;1
204.5043487548828;114.12226104736328;296.5248107910156;376.1705932617188;92.0204620361328;262.04833984375;0.3511583507061004;250.5145797729492;245.14642715454104;1;1;1;1
205.0011444091797;116.65648651123048;296.3370056152344;374.0987854003906;91.33586120605467;257.4422912597656;0.3547818958759308;250.66907501220703;245.37763595581052;1;1;1;1
206.17015075683597;120.28060913085938;296.2557067871094;373.319091796875;90.08555603027344;253.0384826660156;0.3560152351856231;251.21292877197263;246.7998504638672;1;1;1;1
206.9452972412109;125.77404022216795;295.787109375;370.9334106445313;88.84181213378906;245.15936279296875;0.3623839318752289;251.36620330810547;248.3537254333496;1;1;1;1
209.7115173339844;120.21088409423828;297.7655944824219;368.11566162109375;88.0540771484375;247.90478515625;0.3551931381225586;253.73855590820312;244.163272857666;1;1;1;1
209.7772674560547;120.7475814819336;297.9434814453125;368.0950317382813;88.16621398925781;247.34744262695312;0.3564468324184418;253.8603744506836;244.42130661010745;1;1;1;1
210.1373291015625;123.71882629394533;300.6070251464844;367.7469482421875;90.46969604492188;244.0281219482422;0.3707347214221954;255.37217712402344;245.7328872680664;1;0;1;1
